chr	strand	mstarts	mends
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	-	NA	NA
chr5	+	NA	NA
chr5	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	-	NA	NA
chr11	+	NA	NA
chr11	-	NA	NA
